food_id,food_name,food_name_clean,calories_100g,protein_100g,fat_100g,carbohydrate_100g,image_url,source,zero_calorie_flag,calorie_inconsistent_flag,calorie_macro_diff,cooking_category,dish_type,main_ingredient,meal_time,contains_gluten,contains_dairy,contains_nuts,contains_peanut,contains_seafood,contains_egg,contains_soy,contains_celery,contains_mustard,contains_sesame,contains_sulfite,contains_other,contains_unknown,confidence,allergen_sources,label_sources,allergen_match_count,merge_status,food_category,meal_component,food_category_source,base_ingredient,base_ingredient_tags,recipe_reference_match,recipe_reference_source,recipe_reference_title,recipe_ingredients_reference,suitable_breakfast,suitable_lunch,suitable_dinner,meal_time_tags,primary_meal_time,feature_rule_version,context_correction_notes,menu_reference_match,menu_reference_source,menu_reference_title,menu_reference_category,menu_reference_meal_time,ingredient_only_flag,raw_ingredient_flag,is_recommendable_food,recommendation_item_type,recommendation_confidence,recommendation_exclusion_reason,halal_status,is_halal_candidate,contains_non_halal_ingredient,non_halal_ingredient_tags,halal_review_reason,halal_confidence,halal_rule_version,menu_ready_rule_version,pairing_group,pairing_role,pairing_notes,pairing_suitability_notes,cleaning_action,cleaning_reason,meal_template_role,meal_combo_valid,image_url_status,image_url_source,image_url_rule_version
FD0001,abon,abon,280.0,9.2,28.4,0.0,https://img-cdn.medkomtek.com/PbrY9X3ignQ8sVuj_LU9UXljyew=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/7g8ceHGDNMuttlBcXEl8d/original/099726800_1605161502-Mana-yang-Lebih-Sehat-Abon-Sapi-atau-Abon-Ayam-shutterstock_1361446550.jpg,indonesian_food_nutrition_dataset,0,0,-12.4,olahan,olahan,sapi,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,sapi,sapi,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0002,abon ikan haruan,abon ikan haruan,513.0,23.7,37.0,21.3,https://img-global.cpcdn.com/recipes/cbf330fbd1ba6316/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,0,0.0,olahan,olahan,ikan,"lunch,dinner",False,False,False,False,True,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,1,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,ikan,ikan,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,renamed_haruwan_to_haruan_and_corrected_fish_base,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0003,agar-agar,agar-agar,0.0,0.0,0.2,0.0,https://res.cloudinary.com/dk0z4ums3/image/upload/v1644389489/attached_image/manfaat-agar-agar-untuk-tubuh.jpg,indonesian_food_nutrition_dataset,1,0,-1.8,other,bahan_non_menu,other,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,bahan_non_menu,bahan_non_menu,consistent_meal_component_taxonomy_v1,unknown,,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,,False,,,,,True,False,False,ingredient,low,zero_calorie_or_plain_ingredient_not_menu,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,sweet_snack,sweet_snack,sweet_snack_needs_dairy_pairing,breakfast_or_light_meal_only,drop,zero_calorie_or_plain_ingredient_not_menu,snack,False,ok,original,google_image_refresh_v1
FD0004,alpukat segar,alpukat segar,85.0,0.9,6.5,7.7,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,indonesian_food_nutrition_dataset,0,0,-7.9,mentah_segar,mentah_segar,buah,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,buah,buah,consistent_meal_component_taxonomy_v1,buah,buah,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,fruit_keyword,False,,,,,False,False,True,fruit,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,fruit_side,fruit,fruit_side_or_snack,breakfast_or_light_meal_only,keep,,fruit,False,refreshed,google_or_manual_refresh,google_image_refresh_v1
FD0005,anggur hutan segar,anggur hutan segar,30.0,0.5,0.2,6.8,https://cf.shopee.co.id/file/ed7f26c6de5f13ec39e9931263ade6b9,indonesian_food_nutrition_dataset,0,0,-1.0,mentah_segar,mentah_segar,buah,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,buah,buah,consistent_meal_component_taxonomy_v1,buah,buah,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,fruit_keyword,False,,,,,False,False,True,fruit,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,fruit_side,fruit,fruit_side_or_snack,breakfast_or_light_meal_only,keep,,fruit,False,ok,original,google_image_refresh_v1
FD0006,anyang sayur,anyang sayur,126.0,3.4,7.9,10.3,https://static.republika.co.id/uploads/images/inpicture_slide/anyang-_180520222511-425.jpg,indonesian_food_nutrition_dataset,0,0,0.1,other,olahan,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,sayuran,sayuran,consistent_meal_component_taxonomy_v1,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,cooked_or_ready_vegetable,vegetable,traditional_vegetable_pairing,main_meal_component,keep,,vegetable,True,ok,original,google_image_refresh_v1
FD0007,apel,apel,58.0,0.3,0.4,14.9,https://asset.kompas.com/crops/smfd25xgXRE3HpMLb2aamPeulYM=/21x0:1476x970/1200x800/data/photo/2022/08/30/630d7ae5d041f.jpg,indonesian_food_nutrition_dataset,0,0,-6.4,other,olahan,buah,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,buah,buah,consistent_meal_component_taxonomy_v1,buah,buah,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,fruit_keyword,False,,,,,False,False,True,fruit,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,fruit_side,fruit,fruit_side_or_snack,breakfast_or_light_meal_only,keep,,fruit,False,ok,original,google_image_refresh_v1
FD0008,apel malang segar,apel malang segar,57.0,0.5,0.4,12.8,https://pasarsegar.co.id/wp-content/uploads/2020/09/name-63-1.jpg,indonesian_food_nutrition_dataset,0,0,0.2,mentah_segar,mentah_segar,buah,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,buah,buah,consistent_meal_component_taxonomy_v1,buah,buah,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,fruit_keyword,False,,,,,False,False,True,fruit,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,fruit_side,fruit,fruit_side_or_snack,breakfast_or_light_meal_only,keep,,fruit,False,ok,original,google_image_refresh_v1
FD0009,arbei,arbei,37.0,0.8,0.5,8.3,https://asset.kompas.com/crops/NoCuCvNGfQG6_Ct04e7Vjcabjv4=/204x0:885x454/1200x800/data/photo/2020/06/25/5ef44bb002503.jpg,indonesian_food_nutrition_dataset,0,0,-3.9,other,olahan,other,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,buah,buah,consistent_meal_component_taxonomy_v1,buah,,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,fruit_keyword,False,,,,,False,False,True,fruit,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,fruit_side,fruit,fruit_side_or_snack,breakfast_or_light_meal_only,keep,,fruit,False,ok,original,google_image_refresh_v1
FD0010,ares sayur,ares sayur,113.0,0.9,7.2,11.2,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/07/10/1764115767.jpg,indonesian_food_nutrition_dataset,0,0,-0.2,other,olahan,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,sayuran,sayuran,consistent_meal_component_taxonomy_v1,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,cooked_or_ready_vegetable,vegetable,traditional_vegetable_pairing,main_meal_component,keep,,vegetable,True,ok,original,google_image_refresh_v1
FD0011,asinan bogor sayuran,asinan bogor sayuran,98.0,3.9,2.6,14.8,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,indonesian_food_nutrition_dataset,0,0,-0.2,other,olahan,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,sayuran,sayuran,consistent_meal_component_taxonomy_v1,sayuran,sayuran,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,,False,,,,,False,False,True,menu,medium,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,cooked_or_ready_vegetable,vegetable,traditional_vegetable_pairing,main_meal_component,keep,,vegetable,True,refreshed,google_or_manual_refresh,google_image_refresh_v1
FD0012,ayam goreng tepung sayap,ayam goreng tepung sayap,297.0,35.9,15.2,1.6,https://img-global.cpcdn.com/recipes/2ecb088a495ef73a/680x482cq70/ayam-goreng-kentucky-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,10.2,gorengan,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0013,ayam ampela goreng,ayam ampela goreng,270.0,32.3,11.2,9.9,https://cdn1-production-images-kly.akamaized.net/MldE3BInsLHr9JgPKFlsYtmbV-E=/0x344:5472x3428/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3142898/original/027275800_1591175314-shutterstock_188934800.jpg,indonesian_food_nutrition_dataset,0,0,0.4,gorengan,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,ayam,ayam,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0014,ayam goreng kalasan paha,ayam goreng kalasan paha,275.0,37.4,12.2,1.3,https://thumb.viva.id/intipseleb/1265x711/2022/10/21/6352aa183c0c1-resep-ayam-goreng-kalasan.jpg,indonesian_food_nutrition_dataset,0,0,10.4,gorengan,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0015,ayam goreng tepung dada,ayam goreng tepung dada,298.0,34.2,16.8,0.1,https://awsimages.detik.net.id/community/media/visual/2021/07/07/kirim-pesan-unik-kfc-2_43.jpeg?w=1200,indonesian_food_nutrition_dataset,0,0,9.6,gorengan,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0016,ayam goreng tepung paha,ayam goreng tepung paha,286.0,32.1,16.1,1.1,https://img-global.cpcdn.com/recipes/d61db7c7021bcd27/680x482cq70/paha-kentucky-yummy-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,8.3,gorengan,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0017,ayam goreng paha,ayam goreng paha,287.0,31.0,15.7,1.7,https://cdn1-production-images-kly.akamaized.net/EwEm3hoNsTm-YZSonSqX2IlcAaY=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2938630/original/066858200_1571039590-shutterstock_153914045.jpg,indonesian_food_nutrition_dataset,0,0,14.9,gorengan,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,ayam,ayam,True,indonesian_food_recipes,ayam goreng,ayam rebus sebentar ngurangin lemaknya bumbu bawang putih geprek bawang merah geprek kunyit biji ketumbar daun salam daun jeruk serai geprek garam,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0018,ayam taliwang,ayam taliwang,264.0,18.2,20.1,2.7,https://asset.kompas.com/crops/-oAqlkfrKHaqebhytdtKz-JV6ls=/4x0:1000x664/750x500/data/photo/2020/12/22/5fe16c7655542.jpg,indonesian_food_nutrition_dataset,0,0,-0.5,olahan,olahan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,ayam,ayam,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0019,ayam usus goreng,ayam usus goreng,473.0,45.2,26.3,13.9,https://img-global.cpcdn.com/recipes/fa7c9443ce9efcb5/1200x630cq70/photo.jpg,indonesian_food_nutrition_dataset,0,0,-0.1,gorengan,gorengan,ayam,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,ayam,ayam,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,animal_base_ayam,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,traditional_protein,protein,traditional_protein_for_rice_noodle,main_meal_component,keep,,protein,True,ok,original,google_image_refresh_v1
FD0020,bagea kelapa asin,bagea kelapa asin,450.0,3.2,13.9,78.1,https://resepkoki.id/wp-content/uploads/2018/02/Resep-Kue-Bagea.jpg,indonesian_food_nutrition_dataset,0,0,-0.3,other,jajanan_manis,other,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,buah,buah,consistent_meal_component_taxonomy_v1,buah,buah,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,fruit_keyword,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,sweet_snack,sweet_snack,sweet_snack_needs_dairy_pairing,breakfast_or_light_meal_only,keep,,snack,False,ok,original,google_image_refresh_v1
FD0021,bagea kelapa manis,bagea kelapa manis,452.0,1.3,13.8,80.6,https://s3.theasianparent.com/tap-assets-prod/wp-content/uploads/sites/24/2022/03/kue-bagea-featured-650x339.jpg,indonesian_food_nutrition_dataset,0,0,0.2,other,jajanan_manis,other,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,buah,buah,consistent_meal_component_taxonomy_v1,buah,buah,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,fruit_keyword,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,sweet_snack,sweet_snack,sweet_snack_needs_dairy_pairing,breakfast_or_light_meal_only,keep,,snack,False,ok,original,google_image_refresh_v1
FD0022,bagea kenari asin,bagea kenari asin,529.0,3.2,29.1,63.6,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,indonesian_food_nutrition_dataset,0,0,-0.1,other,jajanan_manis,kacang,"lunch,dinner",False,False,True,False,False,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,snack,snack,consistent_meal_component_taxonomy_v1,kacang,kacang,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,sweet_snack,sweet_snack,sweet_snack_needs_dairy_pairing,breakfast_or_light_meal_only,keep,,snack,False,refreshed,google_or_manual_refresh,google_image_refresh_v1
FD0023,bagea kenari manis,bagea kenari manis,523.0,3.2,28.2,64.2,https://indonesiakaya.com/wp-content/uploads/2020/10/1__IMG_0796_CROP_Renyah_gurih_dan_manis_begitulah_kira-kira_gambaran_saat_mencicipi_kue_bagea_khas_Sulawesi_Utara.jpg,indonesian_food_nutrition_dataset,0,0,-0.4,other,jajanan_manis,kacang,"lunch,dinner",False,False,True,False,False,False,False,False,False,False,False,False,False,low,indonesian_nutrition,keyword_from_food_name_or_ingredients,1,exact_name,snack,snack,consistent_meal_component_taxonomy_v1,kacang,kacang,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,sweet_snack,sweet_snack,sweet_snack_needs_dairy_pairing,breakfast_or_light_meal_only,keep,,snack,False,ok,original,google_image_refresh_v1
FD0024,kue bagea sagu,kue bagea sagu,416.0,6.5,9.4,76.3,https://i0.wp.com/www.cakefever.com/wp-content/uploads/rsz_unknown_187780537_492967188795850_1371196946421020494_n.jpg?fit=900%2C600&ssl=1,indonesian_food_nutrition_dataset,0,0,0.2,other,jajanan_manis,sagu,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_utama,karbohidrat_utama,consistent_meal_component_taxonomy_v1,sagu,sagu,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,sweet_snack,sweet_snack,sweet_snack_needs_dairy_pairing,breakfast_or_light_meal_only,keep,,snack,False,ok,original,google_image_refresh_v1
FD0025,kue bagea sagu kelapa,kue bagea sagu kelapa,382.0,0.3,3.5,87.2,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/15/c5337e96-32c2-4453-98d0-cc17b08837f1.jpg,indonesian_food_nutrition_dataset,0,0,0.5,other,jajanan_manis,sagu,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_utama,karbohidrat_utama,consistent_meal_component_taxonomy_v1,sagu,sagu|kelapa,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,sweet_snack,sweet_snack,sweet_snack_needs_dairy_pairing,breakfast_or_light_meal_only,keep,,snack,False,ok,original,google_image_refresh_v1
FD0026,baje ketan,baje ketan,129.0,1.9,6.6,15.6,https://cf.shopee.co.id/file/91afb76cc87856ee341c0ee5970d66a9,indonesian_food_nutrition_dataset,0,0,-0.4,other,jajanan,beras,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,karbohidrat_utama,karbohidrat_utama,consistent_meal_component_taxonomy_v1,beras,beras|kelapa,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,food_category_fix_v1: lainnya→snack_dessert,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_snack,snack,snack_not_main_meal,unclear_suitability,keep,,snack,False,ok,original,google_image_refresh_v1
FD0027,bakpia kue,bakpia kue,272.0,8.7,6.7,44.1,https://asset.kompas.com/crops/BZ6Z25Y0XcjtoHBInh10nGsMM2Q=/3x0:700x465/750x500/data/photo/2021/03/17/60514d8851d3e.jpeg,indonesian_food_nutrition_dataset,0,0,0.5,other,jajanan_manis,ikan,"lunch,dinner",True,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,2,not_matched,karbohidrat_utama,karbohidrat_utama,consistent_meal_component_taxonomy_v1,gandum,gandum,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,sweet_snack,sweet_snack,sweet_snack_needs_dairy_pairing,breakfast_or_light_meal_only,keep,,snack,False,ok,original,google_image_refresh_v1
FD0028,bakso,bakso,76.0,4.1,2.5,9.2,https://asset.kompas.com/crops/x6OULHa8pMi47UnvDTzf1j62ov4=/3x0:700x465/750x500/data/photo/2022/08/25/6306b48bb80a1.jpeg,indonesian_food_nutrition_dataset,0,0,0.3,berkuah,berkuah,sapi,lunch,False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,lauk_hewani,lauk_hewani,consistent_meal_component_taxonomy_v1,sapi,sapi,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,corrected_default_bakso_sapi_berkuah,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,complete_menu,complete,standalone_complete_menu,complete_menu_all_meals,keep,,complete,True,ok,original,google_image_refresh_v1
FD0029,bakwan sayur,bakwan sayur,280.0,8.2,10.2,39.0,https://i0.wp.com/resepkoki.id/wp-content/uploads/2019/04/Resep-Bakwan-Jagung-1.jpg?fit=1749%2C1920&ssl=1,indonesian_food_nutrition_dataset,0,0,-0.6,other,gorengan,sayuran,"lunch,dinner",True,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,sayuran,sayuran,consistent_meal_component_taxonomy_v1,sayuran,sayuran|gandum,False,,,,False,True,True,lunch|dinner,lunch,name_based_label_fix_v4_pass2,,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,savory_snack,snack,savory_snack_not_main_meal,snack_not_combo_component,keep,,side,False,ok,original,google_image_refresh_v1
FD0030,barongko pisang,barongko pisang,159.0,3.1,5.8,23.5,https://upload.wikimedia.org/wikipedia/commons/5/5e/Barongko_hendak_dimakan.jpg,indonesian_food_nutrition_dataset,0,0,0.4,other,jajanan_manis,buah,"lunch,dinner",False,False,False,False,False,True,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,buah,buah,consistent_meal_component_taxonomy_v1,buah,pisang|santan|telur,False,,,,True,False,False,breakfast,lunch,name_based_label_fix_v4_pass2,food_category_fix_v1: lainnya→snack_dessert,False,,,,,False,False,True,snack,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,sweet_snack,sweet_snack,sweet_snack_needs_dairy_pairing,breakfast_or_light_meal_only,keep,,snack,False,ok,original,google_image_refresh_v1
FD0031,bayam kukus,bayam kukus,30.0,1.3,0.7,5.8,https://img-global.cpcdn.com/recipes/ff942e133f5dc64e/680x482cq70/bayam-kukus-foto-resep-utama.jpg,indonesian_food_nutrition_dataset,0,0,-4.7,rebus_kukus,rebus_kukus,sayuran,"lunch,dinner",False,False,False,False,False,False,False,False,False,False,False,False,True,unknown,not_matched,not_matched,0,not_matched,sayuran,sayuran,consistent_meal_component_taxonomy_v1,sayuran,ayam,False,,,,True,True,True,breakfast|lunch|dinner,lunch,name_based_label_fix_v4_pass2,vegetable_keyword,False,,,,,False,False,True,menu,high,,halal_candidate,True,False,,,medium,halal_context_rules_v1,name_based_menu_ready_v4_pass2,cooked_or_ready_vegetable,vegetable,traditional_vegetable_pairing,main_meal_component,keep,,vegetable,True,ok,original,google_image_refresh_v1
